,ratings,comment,rating_star,like_count,orderid
25,"Ótimo!chegou antes do dia,pois como é dá china achei muito bom, chegou com 21dias.E dá pra tirar foto,ver mensagens e outros.só que quando foi pra colocar a pulseira tava desfiando a borracha,mas eu conseguir  encaixar.também não véi a película pra colocar no relógio, já que é de vidro.naoéaprovadag",5,63.0,104358055826338,12415779217
26,"Achei que demorou mt pra chegar,porém ta do jeito do anúncio,gostei mt!",5,54.0,104936296123435,12415779217
27,"É óbvio que um produto de 50$ não vai ser original! Não sejam tolos
Mas ele é maravilhoso pelo valor super resistente, atende todas as expectativas, é só saber configurar.",5,129.0,103747785819512,12415779217
28,"Produto chegou dentro do prazo e bem embalado 
Porém pedi 2 e apenas um funcionou o outro não liga e não carrega aguardando a resposta do vendedor",5,48.0,103949653836602,12415779217
29,"Muito bom o produto, qualidade muito boa, fácil de mexer, a cor veio certinha, entrega rapida. Recomendo muito, do jeito que eu esperava",5,69.0,104859548113929,12415779217
30,"Demorou menos de 15 pra chegar. Veio bem embalado com todo os acessórios funcionando.
Amei o relógio...tô testando ainda pra ver se tudo funciona perfeitamente...pelo que vi até agora sim.",5,62.0,103997150127694,12415779217
31,"Chegou super rápido! Levei um tempão para conectar no celular, mas foi só desligar e ligar de novo que resolveu o problema. Ele é muito bonito, tem várias opções legais, podem ver que no vídeo tem umas bolinhas, mas depois de tentar limpar bastante, elas até saíram. Testei os passos e não contou...",5,69.0,103824687853660,12415779217
32,"É a segunda vez que compro, e chegou tudo direitinho. Super indico, dessa vez minha família amou o meu relógio e pediram. Entrega e produtos ótimos !",5,86.0,102947828184957,12415779217
33,"NOSSA A QUALIDADE É EXCELENTE ADOREEEI
COMPREI UM PRA CONHECER E AGORA IREI COMPRAR UMA QUANTIDADE MAIOR. INDICO O VENDEDOR.",5,132.0,101099959837383,12415779217
34,"Meu deus que carregador é esse? Péssima ergonomia... Produto é OK, incomoda no pulso devido ao peso, mas dá pra relevar devido ao preço cobrado, para variar como todo produto da china veio mal embalado e chegou com as caixa detonadas...",3,87.0,101893026857900,12415779217
35,"Os relógios são lindos! Ainda não testei todos pq alguns vieram descarregados, mais até agora todos que já vi estão em ótimo estado!",5,149.0,101596347876248,12415779217
36,O relógio é bem bonito. O preço é bom. Funciona tudo certinho. Só não gostei que não funciona WhatsApp nele e precisa conectar com a Internet do celular através de um aplicativo.  Pensei q fosse só por Bluetooth. Mas no mais está tudo certo  estou gostando,4,68.0,101585487170462,12415779217
37,Relogio chego em perfeito estado...funcionando todas as funcoes...somente o carregador que veio com defeito....mas o relogio em si....tudo ok,4,48.0,101701079880324,12415779217
38,"Gostei muito, e pelo preço que paguei ele atendeu todas as minhas expectativas. Irei comprar mais!",5,141.0,101527529809648,12415779217
39,"Amei de mais, chegou super antes do prazo e sem nenhum dano, ótimo custo benefício, ele é exatamente como o anúncio, super recomendo e comparei novamente!",5,176.0,99353689846621,12415779217
40,"Superou as expectativas, demorou um pouco, mas valeu a pena, muito bom produto, bem embalado é fácil de conectar.",5,92.0,100373393881249,12415779217
41,"Chegou muito rápido, relógio veio funcionando porém o botão qndo gira não tem função , "" não sei se é assim Mesmo"" achei que a tela era infinita mais não é , achei pequena a tela , de resto , só com o tempo pra vê se vai durar . Tomara que sim .",5,75.0,96389004595037,12415779217
42,"Ótimo ! Boa qualidade, produto em metal 👏🏻👏🏻👏🏻
Fácil para mexer",5,88.0,100020576807523,12415779217
43,"Chegou tudo certinho, bem embalado e antes do prazo de entrega, agora a só testar.",5,178.0,98803678829883,12415779217
44,"Tudo certo 
Ê segunda vez que compro um x8, gosto muito 
Embalagem amassada, mas isso são os correios como sempre 
Entrega no prazo dado 
Recomendo",5,113.0,96330479352806,12415779217
45,"Produto bom .. Chegou bem rápido ! Vale a pena ! 
Bem embalado",5,68.0,96025577155216,12415779217
46,"Bom, demorou um pouco para chegar mas como foi na China eu entendo, é uma réplica mal feita em questão da imagem, pois comparei ele com outra réplica um pouco mais cara e esta imagem na minha opinião é de péssima qualidade, e tinha mais papéis de parede tirando isso muito bom",3,71.0,91667764149698,12415779217
47,Ótimo produto! Comprei 2 e estou satisfeito com os dois! O aplicativo é fácil de usar e o relógio é lindo. Compraria de novo!!,5,88.0,96132924176911,12415779217
48,"Parecia de boa qualidade, porém o relógio desligou é não liga mais. Nem mesmo carregando a bateria. Aguardo resposta do vendedor.",1,4.0,110862352181874,12415779217
49,"Produto lindo, chegou antes do prazo, só achei ruim pra conectar, a embalagem veio amassada, mas ele veio perfeito.
Mas fora isso é ótimo!",5,1.0,110864565164615,12415779217
50,"Produto excelente, chegou bem rápido, muito bem embalado, no início achei que não fosse caber no carregador, mas é só pressionar um pouco que ele encaixa. Muito parecido com o original, as configurações são ótimas consigo visualizar certinho as notificações, amei❤️ recomendo!!!",5,9.0,109805013108257,12415779217
51,"Chegaram rapidinho, antes do estipulado. Comprei dois e já coloquei os dois para carregar e ambos os carregadores funcionando. Um foi para presente então não tirei o plástico da tela, apenas de trás para poder carregar. O aplicativo que tem que baixar funcionou certinho no meu celular ( iPhone 11 )",5,1.0,107011335815832,12415779217
52,"Super ameii ❤️ 
Comprem com certeza vale a pena preço bem acessível ele tem bateria duradoura ele e simples mais ótimo ! Veio antes do prazo bem embalado sem nenhum dano nem quebrado ! Super indico 😉",5,2.0,105414422147540,12415779217
53,"Eu amei, chegou direitinho… só apanhei um pouco pra botar pra carregar mas deu certo o vendedor me ajudou 🤣",5,3.0,104767416146692,12415779217
