,ratings,comment,rating_star,like_count,orderid
42,"Chegou bem, bem antes do prazo. Veio bem embalado, sem problemas.. aprendendo a mexer ainda. Até então tudo ok. Veio descarregado, mais é normal pelo tempo de entrega,  deixei carregando 1 hora e meia. Só não estou conseguindo a a questão do whatsapp e chamada. Mais se ele estiver ok vou aprender.",5,89,96500680020987,5342393433
43,"Produto muito bom, chegou em 14 dias, bateria dura muito, a caixa veio um pouco amassada por conta dos correios, super recomendo tem um preço muito bom e ótima qualidade, vale a pena comprar",5,74,95477916275518,5342393433
44,"Produto chegou com quase um mês de antecedência, veio muito bem embalado. Os itens sao fiéis as imagens dos anúncios. A caxinha do som tem o som limpo e bem alta, veio com um cabo para carregar. O relógio também veio em perfeito estado. Aprovado e super recomendo",5,122,95570738035996,5342393433
45,"Chegou bem antes do prazo final , praticamente 1 mês antes , gostei muito !",5,30,95553088368936,5342393433
46,"Ótimo, bem embalado e funciona muito bem.
Uma dica é carregar antes do primeiro uso. App fit pro conecta fácil tbm. Muito bom",5,38,82393064415499,5342393433
47,"Comprei 5 de cores sortidas chegaram muito bem embalados, as caixinhas intactas em ótimo estado, além de ter chegado antes da data.",5,12,85413913381067,5342393433
48,"Os relógio vieram funcionando mais as embalagens vieram detonadas, as caixas todas amassadas e algumas rasgadas",5,41,88296204318486,5342393433
49,"Chegou direitinho. 
Ainda não sei mexer  
A foto das plantas é só pra ganhar moedas",5,75,93812436071412,5342393433
50,"Chegou em 20 dias , muito bem embalado mas tive muita dificuldade em descobrir como utilizar , a bateria é boa dura mais de 1 dia mas pulseira desmonta várias vezes ao dia se não ficar reparando perco o relógio, e a sensibilidade aos passos também não é muito boa.",3,16,81099180501063,5342393433
51,Super recomendo maravilhoso chegou bem antes do tempo podem comprar sem medo parabéns estão de parabéns 👏🥰,5,12,81213131315615,5342393433
52,"Eu amei,corresponde exatamente  ao da discrição  e otimo e lindo e funciona perfeitamente. Vou configurar agora. Nao acompanha o carregador como na descrição  esta dizendo, mas e recarregavel no cabeçote  de qualquer carrevador de  celular.",5,50,89410099023164,5342393433
53,"Amei  minhas compras vendedor  excelente, gostei tanto que  comprei mais coisas  tudo veio perfeito bem embalado  amei  o valor é bem acessível a entrega  foi bem rápida eu recomendo.",5,17,87592457444097,5342393433
