,ratings,comment,rating_star,like_count,orderid
19,"Enviaram tudo certinho até a cor, amei! 
Chegou antes do prazo!",5,3,100812389820299,6293532367
20,"Muito bom, demorou pra chegar mas foi por conta dos correios",5,28,100048136118190,6293532367
21,Top amei super indico veio tudo certinho . Configurei e tudo já. 🥰😘🤝,5,27,98466644864662,6293532367
22,"O relógio demorou pra chegar e é muito bonito 😍
Só não gostei muito da pulseira do relógio .",3,42,97495665315389,6293532367
23,Custo benefício muito bom! Utilizo somente para corrida e atende bem quanto a distância e batimentos cardíacos.,5,26,96161996222764,6293532367
24,"Achei lindo e um ótimo valor, comprarei novamente!",5,29,101058080834176,6293532367
25,"Boa qualidade, simples e prático... resumindo vale o valor que tem!",5,21,99273080888426,6293532367
26,Muito bom e chegou super rápido!!a carga dura bastante também,5,19,101062192144800,6293532367
27,"Ótima qualidade,comprei 4 vamos vê quando configurar....amei",5,12,101255115113871,6293532367
28,Gostei veio antes da data prevista só q demorou um pouco pra carregar mas é lindo e a bateia dura bastante.,5,25,100047045110346,6293532367
29,"Chegou antes do prazo, e um relógio bom, eu gostei, chegou com a caixa um pouco amassada, mas nada demais, foi facil configurar no app dele FitPro..",5,32,97724025616639,6293532367
30,"O relógio entregou o prometido, maravilhoso.
Ele vem todas as peças separadas, o relógio, e cada parte da pulseira separada. Já estou usando tem uns 3 dias e ainda não acabou a bateria.
Para carregar vc tem que tirar o lado do ""pininho"", e encaixar ele nessas ""cabeça"" USB de carregador.",5,33,97543038333402,6293532367
31,"Chegou tudo ok bem embalado,não veio a cor esperada veio um rosa fraco,mas eu gostei",5,13,100709074855123,6293532367
32,"Excelente, produto excelente, veio bem embalado, voltarei a comprar mais",5,9,101074110128075,6293532367
33,Muito bom relógios de excelente qualidade não acompanha carregador  até que chegou rápido pra algo que veio da China 20 dias chegou recomendo,5,34,98564035866410,6293532367
34,"muito bom, ficou excelente no meu pulso. funciona bem. chegou sem bateria, carreguei umas 3h e configurei com o app fitpro
modelo D20 se caçar no YouTube tem um monte de vídeo ensinando a mexer. da até pra mudar o plano de fundo dele.
vou descobrir hj se funciona bem longe do celular.",5,45,99112639859091,6293532367
35,"Muito bom, chegou antes da data prevista, fácil de mexer, tem que baixar o app Fitpro e configurar.",5,21,100458032184110,6293532367
36,Eu gostei muito meus clientes compraram logo já vou comprar novamente  Eu recomendo,5,13,96309998222398,6293532367
37,"produto excelente! Chegou super rápido, apenas 20 dias úteis. Super satisfeito com o que ele entrega! Podem comprar sem receio, vale a pena! 👏🏼👏🏼👏🏼",5,9,97441112645850,6293532367
38,"Produto chegou conforme anúncio, de qualidade, veio super rápido menos de um mês... Agora aprender a mexer... De início aparenta ser muito bom. Super recomendo...",5,70,96165957231551,6293532367
39,"É muito bonitinho, funciona bem, mas trata-se de um produto simples, sem alta qualidade. Mto leve, frágil e todo de plástico. A lateral veio um pouco arranhada. Eu compraria de novo sim porque ele entrega mais do que custa. Carrega com o pino na lateral da tela q encaixa em USB.",5,17,95783658054275,6293532367
40,"Chegou antes do esperado. Estava descarregado mas carregou rapidinho. Não aprendi ainda a mexer em todas as funcionalidades, mas parece ótimo.",4,23,97086262047973,6293532367
41,"Adorei, chegou muito antes do prazo, produto de qualidade, a caixa veio um pouco  amassada, mas não danificou o produto. Recomendo",5,31,96143971331583,6293532367
42,"Amei, demorei pra aprender a usar. Mas é bem fácil. Ele carregar na cabeça do carregador e da pra por foto. Irei comprar mais. Paguei 14.90",5,36,97265137268901,6293532367
43,"Amei, chega as notificações, só tem que configurar no app fit pro, vem um manual com as instruções, porém n vem em português, então vi no YouTube e deu tudo certo, chegou com  mês e 1 dia aqui pro Estado de Roraima, a previsão era pra 15 de março, chegou bem antes.",5,31,94425634519254,6293532367
44,"Veio tudo corretamente e conforme o anúncio. Gostei muito, e o melhor é que como eu já tinha outro desse, eu posso utilizar a pulseira antiga também.",5,30,97541398289012,6293532367
45,"Ótimo produto veio rapidinho, bem embalado funcionando e conectei no app camada fitpro deu super certo, já usei e provavelmente vou com pra mais vezes",5,37,97497705687138,6293532367
46,"Ameeeei veio bem embalado, chegou muito rápido sou de MG 
Comprarei mais vezes",5,10,96141844163827,6293532367
47,"Chegou antes do prazo, lindo, funcionou perfeitamente",5,8,97540495692945,6293532367
48,"Gostei !!! Funciona...
Só demorou bastante para chegar...",5,11,92763119318630,6293532367
49,Mto bnt só veio com um arranhão na tela mas nd que possa atrapalhar,5,8,97344936604176,6293532367
50,"Veio tudo certinho, mesma cor, sem nenhum defeito👏🏼👏🏼 top 👍🏼👍🏼",5,10,96335726599350,6293532367
51,Eu digo uma experiência horrível a car as caixas dos três vieram todas amassadas e era pra presente e o branco clube dos pretos e um branco o branco veio amassado arranhado a tela dele estou bastante decepcionada era pra presente né instruídos horrível de verdade não indico pra ninguém e  estado quer,1,12,94948199112318,6293532367
52,"Veio com um mês. Veio um pouco massado a caixa mais tudo bem e a caixa né, veio descarregado carreguei ele e lindo e pelo valor também e ótimo ❤️. Vou compra mais pra da de presente ❤️",5,31,93952536297770,6293532367
53,"valeu a pena pelo preço, mas esperava mais do produto!",4,6,97514430098245,6293532367
