,ratings,comment,rating_star,like_count,orderid
27,"Coloquei para carregar e não apareceu nada ainda, veio totalmente descarregado,  ainda não tem como falar se é bom.  * Testei o relógio ⏰,  é perfeito ,nem acredito que paguei baratinho,  funciona todas as funções e o aplicativo que baixei foi o HRYFINE... Amei 👏🏻👏🏻👏🏻",5,7.0,104015908883172,5421063798
28,"O relógio é bom,  consegui configurar no meu smartphone com facilidade. Deu um problema no botão,  mas a loja já está revolvendo.",4,7.0,102855894186479,5421063798
29,"Qualidade de matéria muito inferior muito frágil e muito leve não sei se é assim mas achei um pouco leve de mais.
Estou carregando direto no carregador não vem com cabo ou algo parecido até o momento está carregando bem não vi sua funcionalidade",5,2.0,102622749857714,5421063798
30,"Relógio veio com defeito...

Não recomendo..

Péssima experiência.",1,5.0,104194117121358,5421063798
31,"Smartwatch simples, mas que atende as principais funções para as quais o comprei. Bluetooth funciona bem e permanece conectado ao smartphone durante todo o tempo. A bateria está durando e depois de um dia conectado gastei 20%. Ou seja, deve durar de 4 a 5 dias pelo jeito. Confesso que não esperava.",5,6.0,101097239165048,5421063798
32,Chegou bem embalado e super rápido!!!gostei demais,5,10.0,101055107148764,5421063798
33,"Ótimo relógio pelo valor.. e chegou muito rápido... em apenas 7 dias 
Recomendo a todos",5,7.0,101134188196397,5421063798
34,"Ameiiii, todos perfeito 😍",5,16.0,98123716319409,5421063798
35,"Amei meus smartwatch cores lindas e muito lindos, recomendo,🥰❤️",5,2.0,99882397124310,5421063798
36,Muito bonito satisfeito com o produto .,5,16.0,94537248312836,5421063798
37,"Produto chegou em perfeito estado ,bem embalado e na data prevista.foi pra presente e meu marido adorou.",5,9.0,93032834143177,5421063798
38,"Demorou um pouco pra chegar, mas levando em conta o preço o produto é muito bom ",5,16.0,72291015339467,5421063798
39,Chegou antes do prazo excelente custo benefício,5,12.0,77202399269077,5421063798
40,"Ótimo produto, veio bem embalado, quem comprar só precisa tomar cuidado pois a tela arranha fácil, Super recomendo, chegou super rápido. ",5,14.0,64441470259630,5421063798
41,"Entrega rápida, muito bem embalado. Inicialmente não fucionou e não tive suporte do vendedor, recorri aos tutoriais na internet, foi só carregar. A configuração é fácil, mas no manual não explica, se torna complicado. Buga às vezes, mas pelo preço que tava, cumpre a funcionalidade, vale a pena.",5,16.0,73967732476236,5421063798
42,,5,5.0,92115548516276,5421063798
43,"Chegou certinho, dentro do prazo, mas chegou “quebrado”. Precisei dar um choque na bateria para que ele ligasse.",5,10.0,73836139130678,5421063798
44,Corpo do produto 100% plástico seco... Parece frágil.,5,6.0,93044150431302,5421063798
45,"Ótimo produto, funciona perfeitamente e muito prática a configuração. Amei e meu marido também ❣️",5,3.0,92802135590197,5421063798
46,,5,2.0,87540481288767,5421063798
47,Muito bonito amei ele,5,2.0,86785753191882,5421063798
48,"Lindos viu 🤩 o preto está funcionando bem desde que coloquei pra carregar e o roxo também está funcionando normal, agora é esperar quanto dura a bateria deles olha galera por enquanto tudo bem 😊 atrasou só um dia. Gostei mesmo 👌😸",5,,104844810874789,5421063798
49,O produto é muito bom e bonito o único problema é que descarrega muito rápido ,5,5.0,71369460241395,5421063798
50,Ainda não consegui configurar mas gostrei do oroduto.,5,0.0,93460290408638,5421063798
51,"Achei a tela grande curti
Demorou um pouco para aprender a mexer e carregar 
Mas curti, chega as mensagens 
Tudo ok
Não demorou nem 20 dias",5,1.0,108778511196140,5421063798
52,"Rápida entrega, item veio bem embalado , carrega bem e rápido. Demorei pra entender como configurar mas nada q o YouTube não resolva. TDS as funções fzm seu papel. Vale o preço.",5,,110866930107456,5421063798
53,"Bem simpliszinho,  bem interessante  , olhei alguns vídeos tutoriais  e mexe tudo pelo aplicativo  , agora vamos vê no dia A dia , pelo valor vale a pena",5,,110912302165917,5421063798
