,ratings,comment,rating_star,like_count,orderid
32,"O produto chegou certinho e está funcionando 100%, só não gostei porque nao veio bem embalado e também não veio a caixa.",3,1.0,109995272114563,6591450521
33,"Material de boa qualidade, muito bom, compraria novamente. Só demorou um pouco pra chegar.",5,4.0,109363189120784,6591450521
34,"não recebi o x8, recebi um x7. Manual veio todo amassado e o produto não chegou oq eu pedi, eu sei como é um x8 max e eu me sinto enganada.",2,4.0,109562437194999,6591450521
35,acabamento dele e ótimo  a pulseira  não encaixou  além ser muito grande vou ter comprar outra 😌,4,1.0,109612145118207,6591450521
36,"Veio da China, demorou para chegar. Gostei da cor, achei o pino redondo um pouco delicado. Ainda estou carregando, não dá pra saber se é bom. Dps volto e atualizo.",5,,110247886130204,6591450521
37,,5,,111282936106184,6591450521
38,"Chegou antes do prazo
Só veio em embalagem de pacotinho ,eu imaginei que viria nunca caixinha,pois é pra presentear. Vem total descarregado,coloquei pra carregar, só não estou conseguindo configurar o horário , não vem com manual em português,mas já solicitei,vou aguardar vê se mandam",5,0.0,110318736118204,6591450521
39,"O relógio e bonito igual ao anúncio
Só não veio com a foto da mini igual a foto",5,,111435715145987,6591450521
40,"Produto de baixa qualidade, vale o preço pago.",3,,110839384138318,6591450521
41,"Chegou tudo certo, estou carregando para ligar e ver se funciona tudo certinho 🙂",5,,111771977158181,6591450521
42,Gente não sei mais o meu não tá funcionando correto 😞 aff fiquei triste 😢,5,1.0,110749701133086,6591450521
43,"Não gostei do produto, veio com defeito a tela está manchada, e não e bem recebe ligações
Espero um novo, ou um Reembolso.",5,,111499629110252,6591450521
44,"Aparente mete tudo certo testei veio preto amei,só não veio a caixa achei que viria mais estou feliz pela minha compra...",5,0.0,109096114196132,6591450521
45,Recebi rápido mas chegou com a tela quebrada nao recomendo por favor nao compre nao veio na caixa veio num saco platico . Muito quidado,2,,111280034113162,6591450521
46,Apaixonada amei sujeito da destruição amei muito obrigada.,5,1.0,110323803121573,6591450521
47,Tela veio torta mas tudo certo vou abrir e por no lugar...,5,,110369053193614,6591450521
48,Chegou certinho recomendo,5,2.0,109612317858056,6591450521
49,Pode comprar com esse vendedor éle e muito confiável o relógio e muito bom entrega rápida de mais esse eu garanto.,5,11.0,108536589818695,6591450521
50,Chegou rápido. Perfeito estado. Amei pelo preço foi ótima a compra.,5,36.0,108353288800443,6591450521
51,,5,,110429948148549,6591450521
52,"Veio rápido tirando que veio ele dentro de um saquinho sem proteção foi um milagre não ter sido destruído, por enquanto tá funcionando bem, até agora o melhor que peguei nessas promoções da Shopee",5,,110343117170473,6591450521
53,Veio quebrado o vidro a pulseira não encaixa,3,,109455934158669,6591450521
